no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal Plan 1,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status
2,2,0,2,0,198,2018,7,26,0,0,0,168.1272351315256,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0,0,4,0,128,2018,10,10,0,0,0,132.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,0,1,0,18,2018,11,26,0,0,0,88.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,273,2017,7,17,0,0,0,109.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,2,0,86,2018,10,26,0,0,0,105.53579030098528,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,147,2018,5,2,0,0,0,95.28201804643112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,4,0,24,2018,2,7,0,0,0,81.95114485543029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,302,2018,9,16,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,2,0,78,2018,3,25,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3,0,1,2,0,233,2018,8,22,0,0,0,160.86117271890743,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,1,0,275,2018,6,4,0,0,0,62.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,161,2018,3,25,0,0,0,130.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,1,0,20,2018,5,26,0,0,0,110.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,0,1,2,0,309,2018,5,13,0,0,0,101.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,4,0,182,2017,7,2,0,0,0,111.92332203216634,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,219,2018,8,2,0,0,0,85.96450055273456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,79,2018,4,11,0,0,0,85.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,217,2018,12,7,0,0,0,55.40772717060397,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,3,0,113,2018,5,31,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2,0,0,3,0,131,2018,6,5,0,0,0,105.80890928980882,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,2,2018,3,24,0,0,0,134.2761364163032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,2,0,0,95,2018,11,20,0,0,0,90.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,2,0,219,2018,10,3,0,0,0,104.62539224463464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,175,2018,7,24,0,0,0,122.92044682440928,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,2,0,177,2018,9,10,0,0,0,142.09207397538694,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,1,0,116,2018,2,28,0,0,0,70.98418955008934,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,211,2018,5,20,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,1,0,2,0,71,2018,10,22,0,0,0,154.65909006483488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,0,0,3,0,10,2018,3,23,0,0,0,181.36158593369925,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,1,3,0,322,2018,5,19,0,0,0,80.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,2,0,105,2018,7,26,0,0,0,131.00943585944168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,3,0,113,2018,5,31,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2,0,2,2,0,64,2018,2,11,0,0,0,73.95,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,3,0,12,2017,10,13,0,0,0,98.84048457561046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,0,0,275,2018,4,17,0,0,0,110.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,2,0,29,2018,12,22,0,0,0,85.50954276677885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,1,0,23,2018,9,26,0,0,0,106.91772489047229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,82,2017,7,16,0,0,0,76.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,2,0,19,2017,10,1,0,0,0,111.90857103570524,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,180,2018,7,24,0,0,0,86.32092894685775,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,47,2018,4,12,0,0,0,99.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,3,0,113,2018,6,30,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,2,0,347,2018,12,26,0,0,0,75.0131107719334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,19,2018,2,14,0,0,0,91.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,3,0,108,2018,8,9,0,0,0,152.3392875797203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,1,0,182,2018,8,3,0,0,0,95.86033082485426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,2,0,0,38,2018,7,21,0,0,0,92.52833769577842,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,159,2018,9,19,0,0,0,144.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,2,0,28,2018,4,13,0,0,0,96.93897557076447,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,188,2018,7,6,0,0,0,87.38090256096109,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,1,0,301,2018,7,30,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,2,0,40,2018,5,27,0,0,0,102.73548673193808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,4,0,205,2018,10,18,0,0,0,85.5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,218,2018,8,2,0,0,0,86.13280927657118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,183,2018,10,11,0,0,0,98.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,271,2018,9,21,0,0,0,101.33,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,2,0,189,2018,10,28,0,0,0,109.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,1,2,0,173,2018,7,23,0,0,0,130.38776101917784,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,2,0,115,2018,2,27,0,0,0,60.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,2,0,163,2018,6,5,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,1,0,3,0,83,2018,11,8,0,0,0,120.77578197118724,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,161,2018,3,25,0,0,0,130.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,3,0,221,2018,9,29,0,0,0,111.98905015965144,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,3,0,101,2018,6,22,0,0,0,71.60056561829252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,1,0,55,2018,5,1,0,0,0,159.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,2,0,15,2018,11,17,0,0,0,91.73309407086205,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,3,0,221,2018,9,29,0,0,0,115.5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,168,2018,4,22,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,2,0,317,2018,9,15,0,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,3,0,213,2018,6,7,0,0,0,130.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,2,0,233,2018,10,14,0,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,0,0,134,2018,6,17,0,0,0,94.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,2,0,18,2017,10,17,0,0,0,48.449721522813476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,70,2018,9,11,0,0,0,135.6553386594142,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,346,2018,9,13,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,132,2018,4,6,0,0,0,107.25689748988214,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,222,2018,8,11,0,0,0,85.84724069320791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,1,0,86,2018,4,2,0,0,0,75.42282180105094,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,3,0,178,2018,7,28,0,0,0,127.36341677280886,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,1,0,77,2018,5,27,0,0,0,98.71413359075606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,1,0,110,2018,10,27,0,0,0,79.42273469976942,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,248,2018,5,25,0,0,0,117.98826487638195,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,21,2018,2,11,0,0,0,83.75296746675518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,51,2018,7,11,0,0,0,141.7236925252607,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,1,2,0,112,2018,7,18,0,0,0,106.10604371258322,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,186,2018,8,12,0,0,0,121.35147086565726,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,18,2018,9,29,0,0,0,119.03230558916829,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,2,0,71,2018,4,22,0,0,0,85.92740982171856,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,4,0,266,2018,12,25,0,0,0,74.98716563707544,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,2,0,85,2017,7,6,0,0,0,54.014618302947476,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,181,2018,10,11,0,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,3,0,167,2018,10,3,0,0,0,81.85650320595072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,34,2018,2,25,0,0,0,68.81412100237574,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,101,2018,9,26,0,0,0,85.47878623031983,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,89,2018,7,14,0,0,0,104.6390056404703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,1,0,1,0,0,2018,9,23,0,0,0,181.28533849420037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,5,0,214,2018,8,18,0,0,0,100.45478546076001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,1,2,0,158,2018,9,16,0,0,0,128.9990713132648,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,1,0,19,2017,9,9,0,0,0,116.85716196019467,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,315,2018,9,30,0,0,0,160.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,36,2018,10,13,0,0,0,103.65199731898178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,91,2018,4,3,0,0,0,80.46874018118324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,181,2018,10,11,0,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,1,0,181,2017,9,10,0,0,0,78.1544784239433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,77,2018,4,11,0,0,0,136.07188838899665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,1,1,0,80,2018,3,25,0,0,0,64.75272262440559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,2,0,305,2018,11,4,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3,0,0,3,0,199,2018,8,23,0,0,0,187.54809678222625,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,3,0,166,2018,11,1,0,0,0,110.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,1,0,32,2018,5,9,0,0,0,98.1789926073909,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,211,2018,5,20,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,2,0,346,2018,9,13,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,2,0,57,2018,4,13,0,0,0,107.76601167238842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,245,2018,6,17,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,3,0,285,2018,10,3,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,2,0,117,2017,7,15,0,0,0,98.37850522920832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,0,0,386,2018,10,23,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,2,0,280,2018,9,19,0,0,0,110.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,1,0,267,2018,10,1,0,0,0,115.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,0,3,0,100,2018,5,4,0,0,0,119.62413940807552,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,1,0,96,2017,7,11,0,0,0,94.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,20,2018,10,4,0,0,0,98.96525806501978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,245,2018,6,17,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,2,0,101,2017,10,17,0,0,0,88.81726087547821,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,12,2018,9,19,0,0,0,110.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2,0,0,1,0,8,2018,6,23,0,0,0,91.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,11,2018,11,5,0,0,0,130.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,52,2018,7,10,0,0,0,127.10026027479526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,204,2018,5,5,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,267,2018,10,1,0,0,0,115.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,2,5,0,142,2018,7,2,0,0,0,103.46781690461886,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,4,0,177,2018,9,2,0,0,0,126.69434081806098,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,1,1,2,0,85,2018,4,22,0,0,0,159.03451577068586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,17,2018,3,6,0,0,0,133.97847992022636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,1,2017,10,18,0,0,0,65.70750815569961,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4,0,44,2018,12,6,0,0,0,84.67606570608727,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,1,2018,3,7,0,0,0,89.84395098350255,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,37,2018,4,23,0,0,0,126.28652981603398,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,276,2018,9,22,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,2,0,305,2018,11,4,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,2,0,305,2018,11,4,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,1,0,101,2018,7,18,0,0,0,135.9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,167,2018,5,19,0,0,0,119.31768937806937,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,3,0,183,2018,5,6,0,0,0,100.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,305,2018,11,4,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,1,0,26,2018,6,25,0,0,0,152.62700502522142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,3,0,113,2018,6,30,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,2,2,0,227,2018,9,21,0,0,0,80.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,302,2018,9,16,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,2,1,0,93,2018,10,15,0,0,0,115.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,75,2018,10,30,0,0,0,105.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,1,0,172,2018,8,28,0,0,0,127.74641469659768,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,1,2,0,169,2018,7,18,0,0,0,114.91401266932304,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,2,1,0,93,2018,10,15,0,0,0,115.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,287,2018,10,17,0,0,0,90.33935644527335,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,2,0,54,2018,11,11,0,0,0,97.38521219834075,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,7,2018,9,20,0,0,0,129.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,81,2018,7,22,0,0,0,85.71741774686322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,2,0,1,0,59,2018,6,15,0,0,0,177.85513328140567,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0,1,3,0,322,2018,5,19,0,0,0,80.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,2,2,0,117,2018,2,27,0,0,0,59.021405467810865,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,1,0,110,2017,7,25,0,0,0,94.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,0,0,1,2017,7,10,0,0,0,105.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,1,0,70,2018,10,30,0,0,0,77.12087483331275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,317,2018,9,15,0,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,1,0,31,2018,12,23,0,0,0,80.93899095786145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,0,1,0,199,2018,10,16,0,0,0,139.6168357289647,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,1,0,56,2018,3,18,0,0,0,96.86623661449333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,0,1,0,14,2018,3,26,0,0,0,180.55591637141188,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,3,0,279,2018,10,12,0,0,0,110.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,1,0,210,2018,9,18,0,0,0,89.33246329099417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,2,0,35,2018,4,18,0,0,0,89.6876693332356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,220,2018,8,29,0,0,0,85.44749023121022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,3,0,195,2017,9,21,0,0,0,15.572119326255867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,252,2018,9,22,0,0,0,119.06769892958795,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,305,2018,11,4,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,3,0,117,2018,3,27,0,0,0,82.00107681778292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,346,2018,9,13,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,0,0,286,2018,10,16,0,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,3,0,17,2017,8,28,0,0,0,87.53355423076317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,308,2018,11,23,0,0,0,78.3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,155,2018,7,14,0,0,0,112.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,1,0,24,2018,9,15,0,0,0,139.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,105,2017,5,7,0,0,0,75.85340813356382,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,1,0,110,2017,7,25,0,0,0,94.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,205,2018,5,29,0,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,4,7,0,100,2018,8,28,0,0,0,109.87413910913045,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,12,2017,8,17,0,0,0,151.37539133768814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,1,0,63,2018,7,27,0,0,0,143.15695532150622,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,2,0,377,2018,10,14,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,273,2018,5,13,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,55,2018,8,16,0,0,0,149.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,2,0,4,2017,11,24,0,0,0,89.47286240070352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
